16.8,100,0.49
16.9,100,0.49
17,100,0.5
17.1,100,0.5
17.2,100,0.5
17.3,100,0.51
17.4,100,0.51
17.5,100,0.51
17.6,100,0.52
17.7,100,0.52
17.8,100,0.52
17.9,100,0.53
18,100,0.53
18.1,100,0.53
18.2,100,0.54
18.3,100,0.54
18.4,100,0.54
18.5,100,0.54
18.6,100,0.55
18.7,100,0.55
18.8,100,0.55
18.9,100,0.56
19,100,0.56
19.1,100,0.56
19.2,100,0.57
19.3,100,0.57
19.4,100,0.57
19.5,100,0.58
19.6,100,0.58
19.7,100,0.58
19.8,100,0.59
19.9,100,0.59
20,100,0.59
20.1,100,0.59
20.2,100,0.6
20.3,100,0.6
20.4,100,0.61
20.5,100,0.61
20.6,100,0.61
20.7,100,0.61
20.8,100,0.62
20.9,100,0.62
21,100,0.62
21.1,100,0.63
21.2,100,0.63
21.3,100,0.63
21.4,100,0.64
21.5,100,0.64
21.6,100,0.64
21.7,100,0.65
21.8,100,0.65
21.9,100,0.65
22,100,0.66
22.1,100,0.66
22.2,100,0.66
22.3,100,0.66
22.4,100,0.67
22.5,100,0.67
22.6,100,0.67
22.7,100,0.68
22.8,100,0.68
22.9,100,0.69
23,100,0.69
23.1,100,0.69
23.2,100,0.69
23.3,100,0.7
23.4,100,0.7
23.5,100,0.7
23.6,100,0.71
23.7,100,0.71
23.8,100,0.71
23.9,100,0.72
24,100,0.72
24.1,100,0.72
24.2,100,0.72
24.3,100,0.73
24.4,100,0.73
24.5,100,0.74
24.6,100,0.74
24.7,100,0.74
24.8,100,0.74
24.9,100,0.75
25,100,0.75
25.1,100,0.75
25.2,100,0.76
25.3,100,0.76
25.4,100,0.76
25.5,100,0.77
25.6,100,0.77
25.7,100,0.77
25.8,100,0.77
25.9,100,0.78
26,100,0.78
26.1,100,0.79
26.2,100,0.79
26.3,100,0.79
26.4,100,0.79
26.5,100,0.8
26.6,100,0.8
26.7,100,0.81
26.8,100,0.81
26.9,100,0.81
27,100,0.81
27.1,100,0.82
27.2,100,0.82
27.3,100,0.82
27.4,100,0.83
27.5,100,0.83
27.6,100,0.83
27.7,100,0.84
27.8,100,0.84
27.9,100,0.84
28,100,0.85
28.1,100,0.85
28.2,100,0.85
28.3,100,0.86
28.4,100,0.86
28.5,100,0.86
28.6,100,0.87
28.7,100,0.87
28.8,100,0.87
28.9,100,0.87
29,100,0.88
29.1,100,0.88
29.2,100,0.88
29.3,100,0.89
29.4,100,0.89
29.5,100,0.89
29.6,100,0.9
29.7,100,0.9
29.8,100,0.91
29.9,100,0.91
30,100,0.91
30.1,100,0.91
30.2,100,0.92
30.3,100,0.92
30.4,100,0.92
30.5,100,0.93
30.6,100,0.93
30.7,100,0.94
30.8,100,0.94
30.9,100,0.94
31,100,0.94
31.1,100,0.95
31.2,100,0.95
31.3,100,0.95
31.4,100,0.96
31.5,100,0.96
31.6,100,0.96
31.7,100,0.97
31.8,100,0.97
31.9,100,0.97
32,100,0.98
32.1,100,0.98
32.2,100,0.99
32.3,100,0.99
32.4,100,0.99
32.5,100,0.99
32.6,100,1
32.7,100,1
32.8,100,1
32.9,100,1
33,100,1.01
33.1,100,1.01
33.2,100,1.01
33.3,100,1.01
33.4,100,1.01
33.5,100,1.01
33.6,100,1.01
33.7,100,1.01
33.8,100,1.01
33.9,100,1.01
34,100,1.01
